;Preco;Marca;Nome;Modelo;Km;Ano;Estado;Regiao;Loja
1214;82.800;Hyundai;Hb20;1.6 Automatico Vision;43.260;2020;SC;Pomerode;Vazio
1215;58.900;Hyundai;Hb20;1.6 M Confort;55.376;2016;SC;Pomerode;Vazio
1216;60.900;Renault;Sandero;1.0 Zen;61.000;2021;SC;São José;Vazio
1217;57.800;Fiat;Argo;1.0;60.500;2020;SC;Joinville;Vazio
1218;80.500;Nissan;Versa;1.6 Sl Cvt;23.724;2020;SC;Pomerode;Vazio
1219;59.800;Volkswagen;Voyage;1.6l Mb5;50.000;2019;SC;Itajaí;Vazio
1220;89.890;Volkswagen;Virtus;Confortline 200tsi;55.580;2020;SC;Jaraguá do Sul;Vazio
1221;64.900;Volkswagen;Voyage;1.6l Mb5;69.929;2019;SC;São Bento do Sul;Vazio
1222;58.900;Volkswagen;Gol;1.0 Mpi;46.000;2021;SC;São José;Vazio
1223;60.900;Volkswagen;Gol;1.0l Mc4;23.686;2021;SC;Pomerode;Vazio
1224;59.800;Volkswagen;Voyage;1.6l Mb5;55.265;2019;SC;Pomerode;Vazio
1225;67.900;Fiat;Argo;Argo Drive 1.0 6v Flex;6.000;2021;SC;Kobrasol - São José;Vazio
1226;59.890;Ford;Ecosport;Ecosport Freestyle Powershift 2.0 16v (flex) aut;999.999;2015;SC;Kobrasol - São José;Vazio
1227;55.990;Fiat;Uno;Way 1.3;40.000;2020;SC;Tijucas;Vazio
1228;75.890;Renault;Captur;Zen 1.6;59.096;2018;SC;São José;Vazio
1229;84.900;Mitsubishi;Asx;2.0 16v 4x4 Flex Aut.;151.000;2015;SC;São José;Vazio
1230;72.500;Hyundai;Hb20s;C. Plus/c. Style 1.6 Flex 16v Mec. 4p;50.998;2019;SC;Indaial;Vazio
1231;65.900;Ford;Focus;2.0 Se Fastback 16v Flex 4p Powershift;51.000;2017;SC;Areias - São José;Vazio
1232;68.900;Honda;Sedan;2.0 16v;84.000;2015;SC;Boehmerwald - Joinville;Vazio
1233;56.890;Renault;Duster;Duster 1.6 Hi-flex 16v Mec.;104.000;2016;SC;Capoeiras - Florianópolis;Vazio
1234;59.000;Volkswagen;Gol;Vw Gol Msi 1.6 2019/2020;30.000;2020;SC;Santa Mônica - Florianópolis;Vazio
1235;76.800;Volkswagen;Polo;Af;49.000;2020;SC;Itajaí;Vazio
1236;57.890;Chevrolet;Joy;Spe 1.0 Eco;45.453;2020;SC;Jaraguá do Sul;Vazio
1237;69.900;Volkswagen;Voyage;1.6l Mb5;30.389;2021;SC;São José;Vazio
1238;87.900;Jeep;Renegade;Sport 1.8 4x2 Flex 16v Aut. Pcd;28.500;2018;SC;São José;Vazio
1239;75.000;Hyundai;Hb20;1.0 Vision Flex 5p;2.022;2022;SC;Campinas - São José;Vazio
1240;69.500;Hyundai;Hb20;1.0 Sense Flex 5p;2.022;2022;SC;Campinas - São José;Vazio
1241;66.200;Dodge;Journey;3.6;39.000;2015;SC;Guaramirim;Vazio
1242;78.000;Mitsubishi;L200;3.2 Triton Gl Cab. Dupla 4x4 4p;58.236;2017;SC;Limoeiro - Brusque;Vazio
1243;62.900;Fiat;Argo;Drive 1.0 Flex;58.212;2018;SC;São Bento do Sul;Vazio
